customer_id,gender,age,under_30,senior_citizen,married,dependents,number_of_dependents,country,state,city,zip_code,latitude,longitude,population,quarter,referred_a_friend,number_of_referrals,tenure_in_months,offer,phone_service,avg_monthly_long_distance_charges,multiple_lines,internet_service,internet_type,avg_monthly_gb_download,online_security,online_backup,device_protection_plan,premium_tech_support,streaming_tv,streaming_movies,streaming_music,unlimited_data,contract,paperless_billing,payment_method,monthly_charge,total_charges,total_refunds,total_extra_data_charges,total_long_distance_charges,total_revenue,satisfaction_score,customer_status,churn_label,churn_score,cltv,churn_category,tenure_group,revenue_per_month,avg_monthly_value,service_count,satisfaction_tenure_interaction,satisfaction_monthly_charge_interaction,revenue_tenure_interaction
4373-MAVJG,Female,64,0,0,1,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,1,14,Offer D,1,13.64,1,1,Fiber Optic,9,0,1,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,90.9,1259.0,0.0,0,190.96,1449.96,2,Churned,1,70,5148,Competitor,13_24_months,103.56857142857143,6.492857142857143,7,28,181.8,20299.440000000002
8901-HJXTF,Female,46,0,0,1,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,1,12,Unknown,0,0.0,0,1,DSL,27,0,1,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,29.2,309.1,0.0,0,0.0,309.1,1,Churned,1,94,3747,Competitor,0_12_months,25.758333333333336,2.433333333333333,3,12,29.2,3709.2000000000003
5419-KLXBN,Female,36,0,0,1,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,1,25,Unknown,1,24.64,0,1,Fiber Optic,5,0,1,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,89.15,2257.75,0.0,0,616.0,2873.75,2,Churned,1,90,5853,Competitor,25_48_months,114.95,3.5660000000000003,6,50,178.3,71843.75
9828-AOQLM,Female,37,0,0,1,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,3,1,Unknown,1,12.8,0,1,DSL,5,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,45.7,45.7,0.0,0,12.8,58.5,1,Churned,1,91,3187,Competitor,0_12_months,58.5,45.7,3,1,45.7,58.5
7615-ESMYF,Female,23,1,0,1,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,1,2,Unknown,0,0.0,0,1,Cable,51,0,0,0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,44.6,97.1,0.0,0,0.0,97.1,3,Churned,1,70,5482,Competitor,0_12_months,48.55,22.3,5,6,133.8,194.2
3858-VOBET,Male,48,0,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,23,Unknown,1,28.8,1,1,Cable,13,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.95,1710.45,0.0,0,662.4,2372.85,3,Churned,1,89,5897,Competitor,13_24_months,103.16739130434782,3.258695652173913,4,69,224.85000000000002,54575.549999999996
1447-PJGGA,Female,39,0,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,57,Unknown,1,17.55,0,1,Fiber Optic,15,0,0,1,0,1,1,1,1,Two Year,1,Bank Withdrawal,95.25,5464.65,0.0,0,1000.35,6465.0,1,Churned,1,93,5789,Competitor,49_plus_months,113.42105263157895,1.6710526315789473,7,57,95.25,368505.0
8565-CLBZW,Male,23,1,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,24,Unknown,1,27.97,1,1,Fiber Optic,58,0,0,1,0,1,0,1,1,Month-to-Month,1,Mailed Check,89.85,2165.05,0.0,0,671.28,2836.33,3,Churned,1,95,2050,Competitor,13_24_months,118.18041666666666,3.74375,7,72,269.54999999999995,68071.92
9139-WQQDY,Female,35,0,0,1,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,1,49,Unknown,1,26.37,1,1,Fiber Optic,19,0,1,0,0,1,1,1,1,One Year,0,Mailed Check,100.45,4941.8,0.0,0,1292.13,6233.93,3,Churned,1,90,4235,Other,49_plus_months,127.2230612244898,2.0500000000000003,8,147,301.35,305462.57
0224-HJAPT,Male,25,1,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,5,Unknown,1,22.01,1,1,Cable,85,0,0,0,0,0,0,1,1,Month-to-Month,0,Bank Withdrawal,47.15,223.15,0.0,0,110.05,333.20000000000005,2,Churned,1,82,2857,Competitor,0_12_months,66.64000000000001,9.43,5,10,94.3,1666.0000000000002
8086-OVPWV,Male,58,0,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,2,Unknown,1,26.47,0,1,Fiber Optic,10,0,0,0,0,0,1,1,0,Month-to-Month,1,Bank Withdrawal,80.2,181.1,0.0,10,52.94,244.04,1,Churned,1,91,2384,Competitor,0_12_months,122.02,40.1,4,2,80.2,488.08
9430-FRQOC,Female,33,0,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,4,Unknown,1,32.46,1,1,Fiber Optic,3,0,0,1,1,0,0,0,1,Month-to-Month,1,Mailed Check,87.1,341.45,0.0,0,129.84,471.29,2,Churned,1,80,5587,Competitor,0_12_months,117.8225,21.775,6,8,174.2,1885.16
3074-GQWYX,Male,30,0,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,5,Unknown,1,46.88,1,1,Fiber Optic,59,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.9,357.75,0.0,0,234.4,592.15,2,Churned,1,87,3520,Competitor,0_12_months,118.42999999999999,15.180000000000001,4,10,151.8,2960.75
6845-RGTYS,Female,29,1,0,1,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,1,1,47,Unknown,1,2.87,1,1,Fiber Optic,51,1,1,1,0,1,0,1,1,Month-to-Month,1,Bank Withdrawal,98.75,4533.7,0.0,0,134.89,4668.59,1,Churned,1,80,4622,Competitor,25_48_months,99.33170212765958,2.101063829787234,9,47,98.75,219423.73
8861-HGGKB,Female,57,0,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,10,Unknown,1,17.65,1,1,Fiber Optic,20,0,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,86.45,830.85,0.0,0,176.5,1007.35,2,Churned,1,80,5699,Competitor,0_12_months,100.735,8.645,6,20,172.9,10073.5
7065-YUNRY,Female,28,1,0,0,0,0,United States,California,San Diego,92117,32.825086,-117.199424,51213,Q3,0,0,1,Unknown,1,39.94,0,1,Cable,59,0,0,0,0,0,0,1,1,Month-to-Month,1,Mailed Check,45.3,45.3,0.0,0,39.94,85.24,1,Churned,1,69,3049,Competitor,0_12_months,85.24,45.3,4,1,45.3,85.24
7694-VLBWQ,Male,61,0,0,1,0,0,United States,California,Coronado,92118,32.68674,-117.186612,24093,Q3,1,4,67,Offer A,1,8.18,1,1,Fiber Optic,3,0,1,1,0,1,1,1,1,One Year,0,Bank Withdrawal,104.1,7040.85,0.0,0,548.06,7588.91,2,Churned,1,74,4857,Dissatisfaction,49_plus_months,113.26731343283582,1.553731343283582,9,134,208.2,508456.97
6481-OGDOO,Male,31,0,0,1,0,0,United States,California,San Diego,92129,32.961064,-117.134917,47224,Q3,1,1,67,Offer A,1,30.75,0,1,Fiber Optic,5,1,1,0,0,0,1,1,1,One Year,1,Credit Card,90.6,6056.15,0.0,0,2060.25,8116.4,1,Churned,1,73,4394,Competitor,49_plus_months,121.14029850746267,1.3522388059701491,7,67,90.6,543798.7999999999
3753-TSEMP,Female,21,1,0,1,0,0,United States,California,San Diego,92139,32.677716,-117.047666,36351,Q3,1,1,15,Unknown,1,12.27,0,1,Fiber Optic,76,0,0,0,0,1,1,1,1,Month-to-Month,0,Bank Withdrawal,88.15,1390.6,0.0,0,184.05,1574.65,1,Churned,1,79,2524,Dissatisfaction,13_24_months,104.97666666666667,5.876666666666667,6,15,88.15,23619.75
8305-VHZBZ,Male,55,0,0,0,0,0,United States,California,San Diego,92154,32.578103,-117.012975,68776,Q3,0,0,1,Unknown,1,13.27,0,0,Unknown,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,20.2,20.2,0.0,0,13.27,33.47,1,Churned,1,92,4325,Price,0_12_months,33.47,20.2,1,1,20.2,33.47
9172-JITSM,Female,47,0,0,1,0,0,United States,California,Palm Desert,92211,33.762759,-116.324817,19702,Q3,1,1,26,Unknown,1,15.37,0,1,Fiber Optic,11,0,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,90.8,2361.8,0.0,0,399.62,2761.42,1,Churned,1,75,2641,Other,25_48_months,106.20846153846153,3.4923076923076923,6,26,90.8,71796.92
6298-QDFNH,Male,48,0,0,0,0,0,United States,California,Banning,92220,33.936298,-116.849577,25859,Q3,0,0,22,Unknown,1,19.19,1,1,Fiber Optic,17,0,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,79.35,1730.35,0.0,0,422.18,2152.53,1,Churned,1,68,4718,Dissatisfaction,13_24_months,97.84227272727274,3.6068181818181815,5,22,79.35,47355.66
6173-ITPWD,Male,26,1,0,1,0,0,United States,California,Heber,92249,32.730583,-115.501083,3535,Q3,1,1,47,Offer B,1,17.54,1,1,Fiber Optic,59,0,1,1,0,0,0,1,0,Month-to-Month,1,Bank Withdrawal,83.35,4065.0,0.0,140,824.38,5029.38,1,Churned,1,91,2516,Dissatisfaction,25_48_months,107.00808510638298,1.773404255319149,6,47,83.35,236380.86000000002
9734-UYXQI,Female,27,1,0,0,0,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,0,0,2,Unknown,1,24.83,1,1,Cable,52,0,0,0,0,0,0,1,1,Month-to-Month,1,Bank Withdrawal,49.4,106.55,0.0,0,49.66,156.20999999999998,1,Churned,1,90,5115,Competitor,0_12_months,78.10499999999999,24.7,5,2,49.4,312.41999999999996
2189-UXTKY,Female,27,1,0,1,0,0,United States,California,La Quinta,92253,33.695532,-116.310571,23971,Q3,1,1,22,Unknown,1,13.11,1,1,DSL,51,1,0,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,79.2,1742.75,0.0,0,288.42,2031.17,1,Churned,1,91,3410,Dissatisfaction,13_24_months,92.3259090909091,3.6,9,22,79.2,44685.740000000005
4958-GZWIY,Male,61,0,0,1,0,0,United States,California,North Palm Springs,92258,33.906496,-116.569499,732,Q3,1,1,7,Unknown,1,5.13,0,1,DSL,4,0,0,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,48.7,340.25,0.0,0,35.91,376.16,2,Churned,1,91,2984,Other,0_12_months,53.737142857142864,6.957142857142857,4,14,97.4,2633.1200000000003
6356-ELRKD,Female,29,1,0,0,0,0,United States,California,Rancho Mirage,92270,33.763678,-116.429928,12465,Q3,0,0,1,Unknown,1,6.67,0,1,Fiber Optic,27,1,0,0,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,95.6,95.6,0.0,0,6.67,102.27,2,Churned,1,79,4091,Other,0_12_months,102.27,95.6,7,2,191.2,102.27
8624-GIOUT,Female,40,0,0,0,0,0,United States,California,Seeley,92273,32.790282,-115.689559,1632,Q3,0,0,49,Offer B,1,35.87,1,1,DSL,30,1,1,0,0,0,0,0,1,Month-to-Month,1,Credit Card,59.75,2934.3,0.0,0,1757.63,4691.93,1,Churned,1,78,6006,Other,49_plus_months,95.75367346938776,1.219387755102041,6,49,59.75,229904.57
3177-LASXD,Female,43,0,0,0,0,0,United States,California,Westmorland,92281,33.03679,-115.60503,2388,Q3,0,0,1,Unknown,1,40.4,0,1,Cable,13,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,71.35,71.35,0.0,0,40.4,111.75,3,Churned,1,77,2619,Dissatisfaction,0_12_months,111.75,71.35,2,3,214.04999999999998,111.75
4897-QSUYC,Female,42,0,0,0,0,0,United States,California,Amboy,92304,34.559882,-115.637164,42,Q3,0,0,1,Offer E,1,21.59,0,0,Unknown,0,0,0,0,0,0,0,0,0,Month-to-Month,1,Mailed Check,20.15,20.15,0.0,0,21.59,41.74,3,Churned,1,86,4939,Attitude,0_12_months,41.74,20.15,1,3,60.449999999999996,41.74
1084-UQCHV,Male,35,0,0,0,0,0,United States,California,Angelus Oaks,92305,34.1678,-116.86433,301,Q3,0,0,1,Offer E,1,27.97,0,1,Fiber Optic,18,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,69.75,69.75,0.0,0,27.97,97.72,2,Churned,1,66,2901,Attitude,0_12_months,97.72,69.75,3,2,139.5,97.72
2955-BJZHG,Male,41,0,0,1,0,0,United States,California,Apple Valley,92308,34.424926,-117.184503,28819,Q3,1,1,17,Unknown,1,16.61,0,1,Fiber Optic,3,0,0,0,0,1,0,0,1,Month-to-Month,0,Bank Withdrawal,80.85,1400.85,0.0,0,282.37,1683.2199999999998,1,Churned,1,77,5174,Competitor,13_24_months,99.01294117647058,4.7558823529411764,4,17,80.85,28614.739999999998
3806-DXQOM,Female,47,0,0,0,0,0,United States,California,Baker,92309,35.28952,-116.092214,904,Q3,0,0,4,Offer E,0,0.0,0,1,DSL,4,1,1,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,33.65,137.85,0.0,0,0.0,137.85,2,Churned,1,95,2563,Attitude,0_12_months,34.4625,8.4125,4,8,67.3,551.4
9300-RENDD,Male,56,0,0,0,0,0,United States,California,Cedar Glen,92321,34.255203,-117.175654,455,Q3,0,0,1,Offer E,1,3.13,0,1,Fiber Optic,5,0,0,0,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,79.95,79.95,0.0,0,3.13,83.08,3,Churned,1,91,4815,Attitude,0_12_months,83.08,79.95,4,3,239.85000000000002,83.08
0761-AETCS,Female,58,0,0,0,0,0,United States,California,Colton,92324,34.030915,-117.273201,52202,Q3,0,0,1,Offer E,1,25.62,0,0,Unknown,0,0,0,0,0,0,0,0,0,Month-to-Month,0,Bank Withdrawal,19.3,19.3,0.0,0,25.62,44.92,2,Churned,1,92,3236,Attitude,0_12_months,44.92,19.3,1,2,38.6,44.92
2153-MREFK,Female,55,0,0,1,0,0,United States,California,Fawnskin,92333,34.274846,-116.937581,414,Q3,1,1,37,Unknown,1,30.16,1,1,Fiber Optic,4,1,0,1,1,0,1,1,1,One Year,1,Bank Withdrawal,99.2,3754.6,0.0,0,1115.92,4870.52,1,Churned,1,79,3599,Attitude,25_48_months,131.63567567567569,2.6810810810810812,9,37,99.2,180209.24000000002
3106-ULWFW,Female,32,0,0,1,0,0,United States,California,Fontana,92337,34.049671,-117.468896,29847,Q3,0,0,8,Offer E,1,26.41,1,1,Fiber Optic,16,0,0,0,0,0,1,1,1,Month-to-Month,1,Credit Card,85.2,627.4,0.0,0,211.28,838.68,1,Churned,1,95,2887,Competitor,0_12_months,104.835,10.65,6,8,85.2,6709.44
0925-VYDLG,Female,40,0,0,0,0,0,United States,California,Ludlow,92338,34.702766,-116.093376,23,Q3,0,0,3,Unknown,1,17.87,1,1,Fiber Optic,25,0,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,75.25,242.0,0.0,0,53.61,295.61,3,Churned,1,83,5898,Attitude,0_12_months,98.53666666666668,25.083333333333332,4,9,225.75,886.83
4349-GFQHK,Male,30,0,0,0,0,0,United States,California,Mentone,92359,34.103578,-117.04054,7324,Q3,0,0,1,Offer E,1,25.39,1,1,DSL,52,0,0,1,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,54.35,54.35,0.0,0,25.39,79.74000000000001,3,Churned,1,87,4212,Attitude,0_12_months,79.74000000000001,54.35,5,3,163.05,79.74000000000001
7802-EFKNY,Male,37,0,0,1,0,0,United States,California,Redlands,92374,34.064073,-117.166158,36675,Q3,1,1,5,Offer E,0,0.0,0,1,DSL,7,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,24.95,100.4,0.0,0,0.0,100.4,1,Churned,1,79,5865,Competitor,0_12_months,20.080000000000002,4.99,2,5,24.95,502.0
8035-BUYVG,Male,39,0,0,1,0,0,United States,California,Running Springs,92382,34.186211,-117.07683,5395,Q3,1,1,40,Offer B,0,0.0,0,1,DSL,21,1,1,1,0,0,0,0,1,One Year,1,Bank Withdrawal,42.35,1716.45,0.0,0,0.0,1716.45,1,Churned,1,67,5422,Attitude,25_48_months,42.91125,1.05875,5,40,42.35,68658.0
9787-XVQIU,Male,38,0,0,0,0,0,United States,California,Sugarloaf,92386,34.243088,-116.830015,1834,Q3,0,0,1,Offer E,1,39.44,1,1,Fiber Optic,18,0,0,0,0,0,0,0,0,Month-to-Month,1,Bank Withdrawal,75.3,75.3,0.0,0,39.44,114.74,3,Churned,1,91,3596,Attitude,0_12_months,114.74,75.3,3,3,225.89999999999998,114.74
8945-MUQUF,Male,22,1,0,0,0,0,United States,California,Fallbrook,92028,33.362575,-117.299644,42239,Q3,0,0,51,Offer B,1,44.77,1,1,Fiber Optic,58,1,1,0,0,1,0,1,1,One Year,1,Bank Withdrawal,94.8,4837.6,0.0,0,2283.27,7120.870000000001,3,Churned,1,94,5074,Competitor,49_plus_months,139.62490196078434,1.8588235294117645,8,153,284.4,363164.37000000005
3023-GFLBR,Female,63,0,0,1,0,0,United States,California,San Bernardino,92408,34.084909,-117.258107,12149,Q3,1,1,33,Unknown,1,14.34,1,1,Fiber Optic,28,0,0,0,0,0,1,1,1,Month-to-Month,0,Credit Card,86.15,2745.7,0.0,0,473.22,3218.92,2,Churned,1,66,3336,Attitude,25_48_months,97.5430303030303,2.610606060606061,6,66,172.3,106224.36
0524-IAVZO,Female,25,1,0,1,0,0,United States,California,Anza,92539,33.527605,-116.666551,3745,Q3,1,1,30,Offer C,1,4.82,1,1,Fiber Optic,41,0,0,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,85.0,2624.25,0.0,0,144.60000000000002,2768.85,2,Churned,1,90,3698,Other,25_48_months,92.295,2.8333333333333335,6,60,170.0,83065.5
2737-YNGYW,Female,29,1,0,0,0,0,United States,California,Hemet,92543,33.739415,-116.968339,29687,Q3,0,0,2,Offer E,1,33.89,0,1,Fiber Optic,41,0,0,0,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,80.55,184.1,0.0,0,67.78,251.88,3,Churned,1,69,2856,Attitude,0_12_months,125.94,40.275,5,6,241.64999999999998,503.76
5159-YFPKQ,Female,37,0,0,0,0,0,United States,California,Moreno Valley,92551,33.88274,-117.224878,22983,Q3,0,0,2,Offer E,1,24.31,0,1,Fiber Optic,16,0,0,1,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,75.8,160.75,0.0,0,48.62,209.37,1,Churned,1,91,5270,Competitor,0_12_months,104.685,37.9,4,2,75.8,418.74
7927-AUXBZ,Female,45,0,0,0,0,0,United States,California,Sun City,92586,33.707483,-117.200006,18161,Q3,0,0,30,Offer C,1,9.34,0,1,Fiber Optic,8,0,0,0,1,1,0,0,1,Month-to-Month,0,Bank Withdrawal,85.15,2555.9,0.0,0,280.2,2836.1,2,Churned,1,76,4417,Attitude,25_48_months,94.53666666666666,2.8383333333333334,5,60,170.3,85083.0
7619-ODSGN,Male,63,0,0,1,1,2,United States,California,Foothill Ranch,92610,33.698728,-117.67768,10936,Q3,1,1,24,Offer C,1,17.27,1,1,DSL,18,1,0,0,0,0,0,0,1,Month-to-Month,0,Bank Withdrawal,54.75,1338.15,0.0,0,414.48,1752.63,1,Churned,1,90,5699,Attitude,13_24_months,73.02625,2.28125,5,24,54.75,42063.12
2514-GINMM,Male,60,0,0,0,0,0,United States,California,Dana Point,92629,33.477923,-117.705314,27730,Q3,0,0,1,Offer E,1,48.97,0,1,Fiber Optic,23,0,0,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,79.5,79.5,0.0,0,48.97,128.47,2,Churned,1,92,4490,Attitude,0_12_months,128.47,79.5,3,2,159.0,128.47
2659-VXMWZ,Male,58,0,0,1,0,0,United States,California,Newport Coast,92657,33.603282,-117.821841,5597,Q3,0,0,67,Offer A,1,29.24,1,1,Fiber Optic,21,1,1,1,0,1,1,1,1,One Year,1,Bank Withdrawal,111.3,7482.1,0.0,0,1959.08,9441.18,3,Churned,1,85,4146,Attitude,49_plus_months,140.9131343283582,1.6611940298507462,10,201,333.9,632559.06
4285-GYRQC,Female,63,0,0,1,0,0,United States,California,Newport Beach,92662,33.606336,-117.893042,3124,Q3,1,1,7,Offer E,1,44.66,0,1,Fiber Optic,26,0,0,1,0,1,0,0,1,Month-to-Month,1,Bank Withdrawal,86.25,587.1,0.0,0,312.62,899.72,2,Churned,1,89,3344,Attitude,0_12_months,128.53142857142856,12.321428571428571,5,14,172.5,6298.04
8337-MSSXB,Female,64,0,0,0,0,0,United States,California,Trabuco Canyon,92679,33.631119,-117.567346,32268,Q3,0,0,14,Unknown,1,29.3,0,1,Fiber Optic,26,0,1,0,0,0,1,1,0,Month-to-Month,1,Bank Withdrawal,86.3,1180.95,0.0,10,410.2,1601.15,2,Churned,1,74,3677,Attitude,13_24_months,114.36785714285715,6.164285714285714,5,28,172.6,22416.100000000002
8182-BJDSI,Female,56,0,0,0,0,0,United States,California,Santa Ana,92705,33.766004,-117.786763,44117,Q3,0,0,28,Offer C,1,30.28,1,1,Fiber Optic,30,0,1,0,0,0,1,1,1,Month-to-Month,1,Bank Withdrawal,89.95,2625.55,0.0,0,847.84,3473.3900000000003,1,Churned,1,90,2468,Attitude,25_48_months,124.04964285714287,3.2125,7,28,89.95,97254.92000000001
2482-CZGBB,Male,41,0,0,0,0,0,United States,California,Anaheim,92804,33.818,-117.974404,81333,Q3,0,0,10,Unknown,1,27.28,0,1,Fiber Optic,27,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,70.0,740.0,0.0,0,272.8,1012.8,1,Churned,1,67,3156,Competitor,0_12_months,101.28,7.0,3,10,70.0,10128.0
0866-QLSIR,Female,53,0,0,0,0,0,United States,California,Garden Grove,92843,33.764018,-117.931507,43491,Q3,0,0,34,Offer C,1,34.41,1,1,DSL,4,1,1,0,1,0,0,0,1,One Year,1,Mailed Check,64.4,2088.75,0.0,0,1169.9399999999998,3258.69,2,Churned,1,75,5189,Attitude,25_48_months,95.84382352941176,1.8941176470588237,7,68,128.8,110795.46
7181-BQYBV,Female,52,0,0,1,0,0,United States,California,Garden Grove,92845,33.782955,-118.026456,15878,Q3,1,1,1,Unknown,1,25.88,1,1,Fiber Optic,9,1,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,102.45,102.45,0.0,0,25.88,128.33,1,Churned,1,85,4811,Attitude,0_12_months,128.33,102.45,9,1,102.45,128.33
6204-IEUXJ,Female,30,0,0,0,0,0,United States,California,Yorba Linda,92886,33.897253,-117.792202,39458,Q3,0,0,3,Offer E,1,40.67,0,1,Fiber Optic,58,0,0,1,1,0,0,0,1,Month-to-Month,0,Credit Card,80.1,217.55,0.0,0,122.01,339.56,3,Churned,1,65,4330,Attitude,0_12_months,113.18666666666667,26.7,5,9,240.29999999999998,1018.6800000000001
4529-CKBCL,Female,51,0,0,0,0,0,United States,California,Ventura,93001,34.360261,-119.306383,32899,Q3,0,0,2,Offer E,1,49.79,0,1,Fiber Optic,22,0,0,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,80.2,146.05,0.0,10,99.58,255.63,2,Churned,1,85,4381,Attitude,0_12_months,127.815,40.1,3,4,160.4,511.26
2506-CLAKW,Female,20,1,0,0,0,0,United States,California,Ventura,93003,34.279221,-119.221437,46894,Q3,0,0,6,Offer E,1,20.26,0,1,Fiber Optic,26,1,1,1,1,0,1,1,1,Month-to-Month,1,Bank Withdrawal,98.15,567.45,0.0,0,121.56,689.01,1,Churned,1,80,3578,Attitude,0_12_months,114.835,16.358333333333334,9,6,98.15,4134.0599999999995
1583-IHQZE,Male,60,0,0,0,0,0,United States,California,Camarillo,93010,34.227846,-119.079903,42853,Q3,0,0,12,Unknown,1,16.45,1,1,Cable,23,0,1,1,1,1,1,1,1,Month-to-Month,1,Mailed Check,112.95,1384.75,0.0,0,197.4,1582.15,2,Churned,1,90,3965,Attitude,0_12_months,131.84583333333333,9.4125,10,24,225.9,18985.800000000003
0151-ONTOV,Female,43,0,0,0,0,0,United States,California,Moorpark,93021,34.312945,-118.858169,32984,Q3,0,0,1,Offer E,1,39.81,0,1,Fiber Optic,23,0,0,0,0,0,0,0,1,Month-to-Month,0,Mailed Check,70.9,70.9,0.0,0,39.81,110.71,1,Churned,1,78,4739,Competitor,0_12_months,110.71,70.9,3,1,70.9,110.71
0320-JDNQG,Male,28,1,0,1,0,0,United States,California,Oxnard,93035,34.18454,-119.224666,25322,Q3,1,1,23,Unknown,1,37.95,0,1,Fiber Optic,27,1,0,0,1,1,1,1,1,Month-to-Month,1,Bank Withdrawal,99.85,2331.3,0.0,0,872.85,3204.15,1,Churned,1,83,3425,Other,13_24_months,139.3108695652174,4.341304347826087,8,23,99.85,73695.45
7180-PISOG,Male,41,0,0,1,0,0,United States,California,Piru,93040,34.432843,-118.730106,1459,Q3,0,0,1,Unknown,1,36.44,1,1,Fiber Optic,16,0,0,0,0,0,0,0,1,Month-to-Month,1,Bank Withdrawal,74.5,74.5,0.0,0,36.44,110.94,3,Churned,1,75,5554,Attitude,0_12_months,110.94,74.5,4,3,223.5,110.94
3571-RFHAR,Male,60,0,0,0,0,0,United States,California,Santa Paula,93060,34.402343,-119.094824,32511,Q3,0,0,65,Offer B,1,9.36,1,1,Fiber Optic,4,0,1,1,1,1,1,1,0,Month-to-Month,1,Bank Withdrawal,109.15,6941.2,0.0,140,608.4,7689.599999999999,2,Churned,1,91,6001,Attitude,49_plus_months,118.30153846153846,1.6792307692307693,9,130,218.3,499823.99999999994
9578-VRMNM,Female,48,0,0,0,0,0,United States,California,Summerland,93067,34.420998,-119.60137,576,Q3,0,0,16,Unknown,1,47.45,1,1,DSL,30,0,0,1,0,0,1,1,1,Month-to-Month,1,Credit Card,65.2,1043.35,0.0,0,759.2,1802.55,1,Churned,1,73,4722,Competitor,13_24_months,112.659375,4.075,7,16,65.2,28840.8
6140-QNRQQ,Male,42,0,0,0,0,0,United States,California,Santa Barbara,93103,34.438581,-119.685368,20893,Q3,0,0,1,Offer E,1,17.27,0,1,Fiber Optic,10,0,0,0,0,0,0,0,1,Month-to-Month,1,Mailed Check,71.55,71.55,0.0,0,17.27,88.82,1,Churned,1,91,5739,Competitor,0_12_months,88.82,71.55,3,1,71.55,88.82
4307-KTUMW,Male,27,1,0,1,0,0,United States,California,Santa Barbara,93108,34.457541,-119.631072,12741,Q3,1,1,53,Offer B,1,31.24,1,1,Fiber Optic,73,1,0,1,0,0,1,1,1,Month-to-Month,0,Bank Withdrawal,93.9,5029.2,0.0,0,1655.72,6684.92,1,Churned,1,68,5543,Attitude,49_plus_months,126.13056603773585,1.7716981132075473,8,53,93.9,354300.76
7470-MCQTK,Female,42,0,0,1,0,0,United States,California,Alpaugh,93201,35.869626,-119.498771,1054,Q3,1,1,13,Unknown,0,0.0,0,1,DSL,8,0,0,1,0,1,1,1,1,Month-to-Month,1,Bank Withdrawal,48.75,633.4,0.0,0,0.0,633.4,2,Churned,1,86,2655,Attitude,13_24_months,48.723076923076924,3.75,6,26,97.5,8234.199999999999
7488-MXJIV,Female,63,0,0,0,0,0,United States,California,Armona,93202,36.315979,-119.710852,2872,Q3,0,0,4,Offer E,1,43.32,1,1,Fiber Optic,20,0,0,0,0,1,0,0,0,Month-to-Month,1,Bank Withdrawal,85.65,321.65,0.0,10,173.28,504.93,1,Churned,1,96,3223,Competitor,0_12_months,126.2325,21.4125,4,4,85.65,2019.72
